,_step,_runtime,trainable_parameters,_timestamp,rewards/total_std,rewards/sim_std,rewards/cer_std,train/loss,train/lr,rewards/raw_cer_mean,train/avg_epoch_loss,train/step,train/skipped_batches,rewards/raw_sim_mean,rewards/total_mean,eval/loss,eval/best_loss
27,27,1846.885303658,,1772454393.1884189,0.49660220742225647,0.9932044148445129,0.0,0.19558672606945038,6.4000000000000006e-06,-0.05236535519361496,0.339871330048751,27.0,0.0,0.8956398963928223,-1.773238182067871e-06,,
28,28,1874.204506922,,1772454417.0105186,0.49782487750053406,0.9956497550010681,0.0,0.19580206274986267,6.666666666666667e-06,-0.05223148316144943,0.3409616395032832,28.0,0.0,0.8930314779281616,-3.948807716369629e-07,,
29,29,2093.45150977,,1772454640.0455427,0.4964332580566406,0.9928665161132812,0.0,0.19505219161510468,6.9333333333333344e-06,-0.052510034292936325,0.33586652788879545,29.0,0.0,0.8965123891830444,-2.125278115272522e-06,,
30,30,2122.16567657,,1772454663.9484835,0.49643638730049133,0.9928727746009827,0.0,0.23443573713302612,7.2000000000000005e-06,-0.05277000740170479,0.3312448259443045,30.0,0.0,0.8816231489181519,3.725290298461914e-09,0.16744756698608398,
31,31,2148.583084938,,1772454694.301707,0.497589647769928,0.995179295539856,0.0,0.20851674675941467,7.4666666666666675e-06,-0.0518631637096405,0.32670985600881036,31.0,0.0,0.8620538711547852,8.568167686462402e-08,,
32,32,2181.02064931,,1772454718.8622136,0.4971466362476349,0.9942932724952698,0.0,0.1891079992055893,7.733333333333334e-06,-0.05344381928443909,0.3226783105637878,32.0,0.0,0.8925509452819824,-1.2814998626708984e-06,,
33,33,2211.933550154,,1772454749.139956,0.4981815814971924,0.9963631629943848,0.0,0.17180471122264862,8.000000000000001e-06,-0.052128203213214874,0.3185534802350131,33.0,0.0,0.8479622602462769,-8.866190910339355e-07,,
34,34,2446.941251984,,1772454979.6938124,0.4977805018424988,0.9955610036849976,0.0,0.17245541512966156,8.266666666666667e-06,-0.051891133189201355,0.3145322003127897,34.0,0.0,0.8754042387008667,-1.4901161193847656e-08,,
35,35,2478.941745246,,1772455025.2419896,0.4979592561721802,0.9959185123443604,0.0,0.17749720811843872,8.533333333333335e-06,-0.052423346787691116,0.310813936910459,35.0,0.0,0.8855882883071899,-6.854534149169922e-07,0.1662306785583496,
36,36,2512.768669516,,1772455055.8482635,0.4973268508911133,0.9946537017822266,0.0,0.1861560046672821,8.8e-06,-0.05219686031341553,0.3072853626993795,36.0,0.0,0.8865696787834167,-9.015202522277832e-07,,
37,37,2544.411369847,,1772455081.0037389,0.4981005787849426,0.9962011575698853,0.0,0.49679362773895264,9.066666666666667e-06,-0.05155140161514282,0.3049221254784513,37.0,0.0,0.876250684261322,-4.917383193969727e-07,,
38,38,2578.734385125,,1772455119.7670145,0.49737048149108887,0.9947409629821777,0.0,0.18808001279830933,9.333333333333334e-06,-0.05266144499182701,0.30188683312582343,38.0,0.0,0.8593109846115112,4.880130290985107e-07,,
39,39,2818.447011856,,1772455350.950646,0.49689987301826477,0.9937997460365295,0.0,0.21447312831878662,9.600000000000001e-06,-0.05222202092409134,0.29990812582083237,39.0,0.0,0.885352611541748,-2.3096799850463867e-07,,
40,40,2846.472430431,,1772455390.082478,0.4974975287914276,0.9949950575828552,0.0,0.2066362500190735,9.866666666666668e-06,-0.051415372639894485,0.297180587053299,40.0,0.0,0.8972837924957275,-6.51925802230835e-07,0.16643944382667542,
41,41,2874.079625136,,1772455420.3476248,0.4974786043167114,0.9949572086334229,0.0,0.17924313247203827,1.0133333333333335e-05,-0.051578592509031296,0.2943599389457121,41.0,0.0,0.9011660814285278,2.7567148208618164e-07,,
