"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","data_dir","device","early_stopping_patience","eval_steps","freeze_early_acoustic","freeze_text_encoder","gradient_accumulation_steps","is_main_process","language_id","learning_rate","logging_steps","num_epochs","output_dir","report_project_name","sample_rate","sampling_temperature","save_steps","test_data_dir","text_encoder_lr","unfreeze_late_acoustic","unfreeze_prosody","warmup_steps","eval/best_loss","eval/loss","rewards/cer_std","rewards/sim_std","rewards/total_std","train/avg_epoch_loss","train/loss","train/lr","train/skipped_batches","train/step","trainable_parameters"
"run_20260302_075455","running","-","","","2026-03-02T07:54:57.000Z","2536","","4","/mnt/nvme1/Chatterbox-Multilingual-TTS-Fine-Tuning/data_train","cuda:0","2","50","true","true","8","true","ar","0.00002","10","5","./output_trainig_partial","chatterbox_new","24000","1.2","2000","/mnt/nvme1/Chatterbox-Multilingual-TTS-Fine-Tuning/data_test","0.00002","true","true","300","0.17053110897541046","0.4026809334754944","0.0048414296470582485","0.036286961287260056","0.01642157882452011","0.5476139541853358","0.20203346014022827","0.000019950431148828225","0","135","533476352"
